Solar_Radiation (W/m2),Temperature (C),Energy_Generated_kWh
0.0,31.1,0.0
0.0,30.9,0.0
0.0,30.6,0.0
0.0,30.8,0.0
0.0,30.6,0.0
0.0,30.6,0.0
0.0,30.4,0.0
0.0,30.1,0.0
10.0,31.1,7.5
121.0,32.0,90.75
329.0,33.2,246.75
541.0,34.7,405.75
719.0,36.5,539.25
860.0,38.4,645.0
937.0,39.9,702.75
945.0,40.8,708.75
885.0,41.3,663.75
759.0,41.5,569.25
582.0,40.8,436.5
371.0,38.9,278.25
161.0,34.5,120.75
21.0,32.2,15.75
0.0,31.3,0.0
0.0,30.7,0.0
0.0,30.5,0.0
0.0,30.0,0.0
0.0,29.8,0.0
0.0,29.6,0.0
0.0,29.5,0.0
0.0,29.5,0.0
0.0,29.4,0.0
0.0,29.4,0.0
9.0,30.0,6.75
115.0,31.2,86.25
282.0,32.8,211.5
470.0,34.5,352.5
669.0,36.3,501.75
812.0,37.8,609.0
847.0,38.6,635.25
901.0,39.6,675.75
855.0,40.3,641.25
743.0,40.8,557.25
573.0,40.1,429.75
367.0,36.5,275.25
148.0,34.2,111.0
20.0,32.5,15.0
0.0,31.6,0.0
0.0,30.8,0.0
0.0,30.5,0.0
0.0,30.1,0.0
0.0,29.9,0.0
0.0,29.8,0.0
0.0,29.8,0.0
0.0,29.6,0.0
0.0,29.6,0.0
0.0,29.3,0.0
11.0,30.0,8.25
120.0,30.8,90.0
322.0,32.3,241.5
540.0,34.1,405.0
723.0,36.0,542.25
855.0,37.3,641.25
931.0,38.8,698.25
939.0,40.0,704.25
881.0,40.3,660.75
752.0,39.7,564.0
572.0,37.7,429.0
366.0,35.4,274.5
163.0,33.3,122.25
22.0,31.8,16.5
0.0,30.7,0.0
0.0,30.3,0.0
0.0,30.2,0.0
0.0,30.0,0.0
0.0,29.9,0.0
0.0,29.8,0.0
0.0,29.5,0.0
0.0,29.0,0.0
0.0,28.9,0.0
0.0,28.8,0.0
11.0,29.8,8.25
130.0,31.0,97.5
331.0,32.7,248.25
546.0,34.2,409.5
721.0,35.4,540.75
854.0,36.7,640.5
939.0,37.7,704.25
945.0,38.2,708.75
879.0,38.0,659.25
750.0,37.8,562.5
574.0,36.2,430.5
368.0,34.2,276.0
165.0,32.5,123.75
22.0,31.0,16.5
0.0,30.2,0.0
0.0,30.3,0.0
0.0,30.1,0.0
0.0,29.9,0.0
0.0,29.6,0.0
0.0,29.4,0.0
0.0,29.2,0.0
0.0,29.2,0.0
0.0,29.0,0.0
0.0,29.0,0.0
11.0,30.2,8.25
127.0,31.4,95.25
307.0,32.8,230.25
520.0,34.5,390.0
730.0,35.8,547.5
854.0,36.4,640.5
935.0,37.1,701.25
938.0,37.1,703.5
878.0,36.7,658.5
745.0,36.0,558.75
576.0,35.2,432.0
370.0,33.8,277.5
158.0,32.0,118.5
23.0,31.0,17.25
0.0,30.4,0.0
0.0,30.4,0.0
0.0,30.3,0.0
0.0,30.0,0.0
0.0,29.6,0.0
0.0,29.4,0.0
0.0,29.1,0.0
0.0,29.0,0.0
0.0,28.9,0.0
0.0,28.9,0.0
12.0,30.0,9.0
133.0,31.2,99.75
306.0,32.7,229.5
510.0,34.1,382.5
721.0,35.7,540.75
849.0,36.9,636.75
915.0,37.8,686.25
932.0,38.3,699.0
882.0,38.6,661.5
761.0,38.0,570.75
583.0,36.7,437.25
376.0,34.6,282.0
168.0,32.5,126.0
24.0,31.1,18.0
0.0,30.1,0.0
0.0,30.1,0.0
0.0,30.0,0.0
0.0,29.9,0.0
0.0,29.6,0.0
0.0,29.5,0.0
0.0,29.2,0.0
0.0,29.0,0.0
0.0,28.6,0.0
0.0,28.4,0.0
12.0,30.0,9.0
132.0,31.1,99.0
331.0,32.7,248.25
529.0,34.2,396.75
712.0,35.8,534.0
847.0,36.7,635.25
922.0,37.8,691.5
941.0,39.0,705.75
885.0,39.5,663.75
767.0,39.5,575.25
592.0,37.8,444.0
380.0,35.7,285.0
170.0,33.6,127.5
24.0,31.5,18.0
0.0,30.5,0.0
0.0,30.0,0.0
0.0,29.8,0.0
0.0,29.7,0.0
0.0,29.5,0.0
0.0,29.2,0.0
0.0,29.0,0.0
0.0,28.9,0.0
0.0,28.7,0.0
0.0,28.5,0.0
12.0,30.1,9.0
132.0,31.5,99.0
321.0,33.2,240.75
545.0,35.0,408.75
708.0,36.2,531.0
810.0,37.3,607.5
911.0,37.8,683.25
924.0,38.5,693.0
879.0,39.2,659.25
757.0,38.8,567.75
579.0,37.9,434.25
378.0,36.2,283.5
173.0,34.1,129.75
25.0,32.0,18.75
0.0,30.6,0.0
0.0,29.7,0.0
0.0,29.5,0.0
0.0,29.2,0.0
0.0,29.0,0.0
0.0,28.8,0.0
0.0,28.7,0.0
0.0,28.5,0.0
0.0,28.5,0.0
0.0,28.5,0.0
11.0,29.4,8.25
123.0,30.8,92.25
313.0,32.5,234.75
519.0,33.9,389.25
710.0,35.7,532.5
855.0,37.1,641.25
922.0,38.2,691.5
928.0,39.0,696.0
868.0,39.5,651.0
742.0,39.3,556.5
575.0,38.5,431.25
374.0,36.8,280.5
170.0,35.5,127.5
25.0,33.5,18.75
0.0,31.8,0.0
0.0,30.5,0.0
0.0,30.0,0.0
0.0,29.8,0.0
0.0,29.5,0.0
0.0,29.3,0.0
0.0,29.1,0.0
0.0,29.0,0.0
0.0,28.9,0.0
0.0,28.8,0.0
12.0,30.2,9.0
130.0,31.5,97.5
326.0,33.3,244.5
529.0,35.2,396.75
706.0,36.9,529.5
813.0,38.1,609.75
861.0,38.9,645.75
865.0,39.2,648.75
841.0,39.5,630.75
697.0,38.9,522.75
532.0,38.1,399.0
368.0,36.6,276.0
168.0,35.0,126.0
24.0,33.0,18.0
0.0,31.8,0.0
0.0,30.8,0.0
0.0,30.4,0.0
0.0,30.2,0.0
0.0,30.0,0.0
0.0,29.8,0.0
0.0,29.5,0.0
0.0,29.3,0.0
0.0,29.0,0.0
0.0,28.6,0.0
12.0,29.9,9.0
132.0,31.2,99.0
327.0,32.8,245.25
533.0,34.7,399.75
711.0,36.5,533.25
806.0,37.8,604.5
910.0,38.8,682.5
914.0,39.5,685.5
802.0,39.6,601.5
713.0,39.2,534.75
556.0,38.3,417.0
366.0,37.0,274.5
170.0,34.8,127.5
25.0,33.2,18.75
0.0,31.8,0.0
0.0,31.2,0.0
0.0,30.8,0.0
0.0,30.5,0.0
0.0,30.2,0.0
0.0,30.0,0.0
0.0,29.8,0.0
0.0,29.5,0.0
0.0,29.4,0.0
0.0,29.2,0.0
12.0,30.2,9.0
129.0,31.5,96.75
317.0,33.0,237.75
512.0,34.7,384.0
672.0,36.3,504.0
820.0,37.8,615.0
896.0,38.8,672.0
876.0,39.0,657.0
807.0,39.2,605.25
681.0,38.7,510.75
505.0,38.0,378.75
350.0,37.1,262.5
162.0,35.5,121.5
25.0,34.1,18.75
0.0,33.0,0.0
0.0,31.7,0.0
0.0,31.0,0.0
0.0,30.8,0.0
0.0,30.5,0.0
0.0,30.2,0.0
0.0,30.0,0.0
0.0,29.6,0.0
0.0,29.5,0.0
0.0,29.4,0.0
12.0,30.8,9.0
132.0,32.0,99.0
327.0,33.4,245.25
532.0,35.0,399.0
702.0,36.5,526.5
822.0,37.9,616.5
909.0,39.2,681.75
872.0,40.2,654.0
779.0,40.3,584.25
694.0,40.4,520.5
548.0,39.3,411.0
348.0,38.2,261.0
174.0,36.7,130.5
27.0,34.9,20.25
0.0,32.0,0.0
0.0,30.9,0.0
0.0,30.2,0.0
0.0,30.0,0.0
0.0,29.9,0.0
0.0,29.8,0.0
0.0,29.6,0.0
0.0,29.5,0.0
0.0,29.5,0.0
0.0,29.4,0.0
12.0,30.6,9.0
127.0,31.5,95.25
324.0,33.0,243.0
528.0,34.8,396.0
706.0,36.5,529.5
838.0,38.0,628.5
908.0,39.5,681.0
903.0,40.5,677.25
838.0,40.8,628.5
718.0,41.0,538.5
557.0,40.4,417.75
364.0,38.7,273.0
168.0,35.5,126.0
26.0,32.8,19.5
0.0,31.5,0.0
0.0,30.8,0.0
0.0,30.5,0.0
0.0,30.2,0.0
0.0,30.0,0.0
0.0,29.7,0.0
0.0,30.0,0.0
0.0,29.8,0.0
0.0,28.6,0.0
0.0,29.0,0.0
3.0,27.1,2.25
87.0,27.8,65.25
218.0,29.0,163.5
273.0,30.5,204.75
477.0,31.9,357.75
547.0,32.3,410.25
189.0,32.0,141.75
319.0,32.3,239.25
623.0,34.0,467.25
372.0,34.4,279.0
275.0,34.8,206.25
282.0,35.2,211.5
168.0,35.4,126.0
26.0,33.1,19.5
0.0,31.0,0.0
0.0,30.3,0.0
0.0,30.1,0.0
0.0,29.9,0.0
0.0,29.6,0.0
0.0,29.6,0.0
0.0,29.7,0.0
0.0,29.8,0.0
0.0,29.8,0.0
0.0,29.6,0.0
12.0,30.0,9.0
125.0,31.5,93.75
309.0,33.1,231.75
490.0,34.5,367.5
656.0,35.8,492.0
784.0,37.0,588.0
839.0,38.0,629.25
884.0,39.0,663.0
794.0,39.5,595.5
641.0,39.3,480.75
491.0,37.8,368.25
282.0,36.4,211.5
145.0,33.7,108.75
22.0,33.0,16.5
0.0,31.9,0.0
0.0,28.6,0.0
0.0,28.0,0.0
0.0,28.1,0.0
0.0,28.2,0.0
0.0,28.2,0.0
0.0,28.0,0.0
0.0,28.0,0.0
0.0,27.9,0.0
0.0,28.0,0.0
10.0,28.3,7.5
78.0,29.4,58.5
280.0,31.6,210.0
476.0,33.5,357.0
492.0,34.3,369.0
650.0,35.5,487.5
816.0,36.9,612.0
625.0,36.3,468.75
296.0,35.2,222.0
332.0,35.7,249.0
355.0,35.8,266.25
151.0,34.7,113.25
140.0,34.2,105.0
21.0,31.7,15.75
0.0,31.0,0.0
0.0,30.8,0.0
0.0,30.5,0.0
0.0,30.5,0.0
0.0,30.2,0.0
0.0,30.1,0.0
0.0,30.1,0.0
0.0,30.0,0.0
0.0,29.9,0.0
0.0,29.8,0.0
10.0,29.8,7.5
119.0,30.5,89.25
277.0,31.6,207.75
467.0,32.9,350.25
670.0,34.4,502.5
787.0,35.8,590.25
879.0,37.0,659.25
865.0,37.8,648.75
833.0,38.5,624.75
737.0,38.5,552.75
567.0,37.7,425.25
319.0,36.2,239.25
156.0,33.8,117.0
26.0,31.9,19.5
0.0,31.4,0.0
0.0,30.8,0.0
0.0,30.6,0.0
0.0,30.5,0.0
0.0,30.2,0.0
0.0,29.9,0.0
0.0,29.6,0.0
0.0,29.5,0.0
0.0,29.3,0.0
0.0,28.9,0.0
11.0,29.3,8.25
119.0,30.2,89.25
309.0,31.6,231.75
473.0,32.9,354.75
663.0,34.3,497.25
798.0,35.4,598.5
885.0,36.4,663.75
903.0,37.5,677.25
843.0,38.2,632.25
732.0,38.2,549.0
558.0,36.8,418.5
319.0,35.2,239.25
170.0,33.5,127.5
28.0,31.6,21.0
0.0,30.5,0.0
0.0,30.1,0.0
0.0,29.9,0.0
0.0,29.6,0.0
0.0,29.5,0.0
0.0,29.2,0.0
0.0,29.0,0.0
0.0,28.9,0.0
0.0,28.8,0.0
0.0,28.5,0.0
11.0,29.1,8.25
122.0,30.1,91.5
312.0,31.6,234.0
519.0,33.5,389.25
693.0,34.9,519.75
737.0,36.0,552.75
727.0,36.2,545.25
800.0,36.8,600.0
822.0,37.5,616.5
700.0,37.3,525.0
506.0,36.0,379.5
366.0,34.8,274.5
173.0,33.5,129.75
29.0,31.5,21.75
0.0,30.4,0.0
0.0,29.9,0.0
0.0,29.7,0.0
0.0,29.6,0.0
0.0,29.5,0.0
0.0,29.3,0.0
0.0,29.3,0.0
0.0,28.8,0.0
0.0,28.2,0.0
0.0,27.9,0.0
11.0,27.9,8.25
121.0,29.2,90.75
281.0,31.0,210.75
473.0,32.8,354.75
668.0,34.6,501.0
741.0,35.5,555.75
737.0,36.2,552.75
753.0,37.0,564.75
753.0,36.7,564.75
652.0,36.3,489.0
521.0,35.5,390.75
349.0,33.8,261.75
169.0,32.2,126.75
29.0,30.8,21.75
0.0,29.7,0.0
0.0,29.2,0.0
0.0,29.0,0.0
0.0,29.1,0.0
0.0,29.1,0.0
0.0,29.0,0.0
0.0,28.9,0.0
0.0,28.9,0.0
0.0,28.7,0.0
0.0,28.5,0.0
11.0,28.5,8.25
111.0,29.0,83.25
232.0,29.9,174.0
445.0,31.8,333.75
634.0,33.4,475.5
764.0,34.8,573.0
846.0,36.3,634.5
809.0,36.6,606.75
619.0,35.0,464.25
692.0,37.0,519.0
552.0,36.0,414.0
338.0,34.2,253.5
169.0,32.8,126.75
29.0,31.0,21.75
0.0,30.0,0.0
0.0,29.7,0.0
0.0,29.5,0.0
0.0,29.4,0.0
0.0,29.3,0.0
0.0,29.1,0.0
0.0,28.9,0.0
0.0,28.8,0.0
0.0,28.8,0.0
0.0,28.6,0.0
11.0,29.4,8.25
111.0,30.5,83.25
302.0,32.0,226.5
486.0,33.8,364.5
657.0,35.3,492.75
798.0,36.7,598.5
843.0,37.3,632.25
770.0,37.8,577.5
751.0,38.2,563.25
673.0,37.2,504.75
446.0,35.7,334.5
316.0,34.7,237.0
168.0,32.7,126.0
28.0,31.0,21.0
0.0,30.1,0.0
0.0,29.9,0.0
0.0,29.8,0.0
0.0,29.6,0.0
0.0,29.5,0.0
0.0,29.4,0.0
0.0,29.3,0.0
0.0,29.3,0.0
0.0,29.2,0.0
0.0,29.0,0.0
10.0,29.8,7.5
113.0,30.9,84.75
290.0,32.2,217.5
456.0,33.6,342.0
651.0,35.0,488.25
773.0,36.2,579.75
833.0,37.0,624.75
848.0,37.8,636.0
811.0,36.8,608.25
626.0,35.7,469.5
491.0,35.8,368.25
318.0,34.5,238.5
141.0,33.0,105.75
25.0,31.2,18.75
0.0,30.6,0.0
0.0,30.4,0.0
0.0,30.2,0.0
0.0,30.0,0.0
0.0,29.8,0.0
0.0,29.6,0.0
0.0,29.1,0.0
0.0,28.7,0.0
0.0,28.2,0.0
0.0,27.9,0.0
10.0,28.4,7.5
99.0,29.4,74.25
236.0,30.8,177.0
481.0,32.7,360.75
536.0,33.8,402.0
673.0,33.5,504.75
477.0,31.9,357.75
444.0,32.5,333.0
536.0,31.9,402.0
510.0,33.2,382.5
528.0,33.7,396.0
323.0,32.4,242.25
154.0,32.2,115.5
28.0,31.0,21.0
0.0,30.0,0.0
0.0,29.5,0.0
0.0,29.4,0.0
0.0,29.5,0.0
0.0,29.5,0.0
0.0,29.4,0.0
0.0,29.0,0.0
0.0,28.3,0.0
0.0,27.8,0.0
0.0,27.2,0.0
9.0,27.7,6.75
105.0,28.9,78.75
286.0,30.2,214.5
385.0,31.0,288.75
490.0,32.6,367.5
732.0,34.6,549.0
801.0,35.2,600.75
803.0,35.5,602.25
671.0,34.2,503.25
602.0,34.8,451.5
534.0,34.5,400.5
312.0,33.0,234.0
156.0,31.1,117.0
26.0,30.3,19.5
0.0,30.1,0.0
0.0,30.0,0.0
0.0,29.9,0.0
0.0,29.7,0.0
0.0,29.3,0.0
0.0,28.4,0.0
0.0,27.8,0.0
0.0,25.9,0.0
0.0,26.4,0.0
0.0,26.5,0.0
8.0,28.0,6.0
36.0,28.1,27.0
107.0,28.4,80.25
203.0,29.7,152.25
343.0,31.2,257.25
583.0,31.9,437.25
720.0,33.8,540.0
848.0,35.8,636.0
757.0,35.2,567.75
695.0,35.2,521.25
556.0,34.8,417.0
344.0,33.2,258.0
174.0,30.9,130.5
30.0,29.6,22.5
0.0,29.2,0.0
0.0,29.4,0.0
0.0,29.5,0.0
0.0,29.4,0.0
0.0,29.0,0.0
0.0,28.2,0.0
0.0,28.0,0.0
0.0,27.8,0.0
0.0,27.9,0.0
0.0,27.7,0.0
7.0,28.2,5.25
99.0,28.6,74.25
245.0,30.0,183.75
383.0,31.8,287.25
637.0,33.5,477.75
762.0,35.1,571.5
857.0,35.8,642.75
835.0,36.2,626.25
746.0,35.6,559.5
686.0,35.5,514.5
543.0,35.0,407.25
369.0,33.5,276.75
179.0,31.9,134.25
31.0,30.6,23.25
0.0,30.0,0.0
0.0,29.8,0.0
0.0,29.9,0.0
0.0,29.6,0.0
0.0,29.4,0.0
0.0,29.2,0.0
0.0,29.0,0.0
0.0,28.6,0.0
0.0,28.0,0.0
0.0,27.3,0.0
10.0,29.0,7.5
118.0,30.1,88.5
281.0,31.4,210.75
461.0,32.9,345.75
623.0,34.3,467.25
779.0,35.5,584.25
871.0,36.7,653.25
884.0,37.4,663.0
838.0,37.7,628.5
731.0,37.8,548.25
554.0,36.2,415.5
325.0,34.3,243.75
178.0,33.2,133.5
29.0,31.3,21.75
0.0,30.6,0.0
0.0,29.7,0.0
0.0,29.6,0.0
0.0,29.7,0.0
0.0,29.8,0.0
0.0,29.8,0.0
0.0,29.7,0.0
0.0,29.7,0.0
0.0,29.7,0.0
0.0,29.5,0.0
3.0,28.4,2.25
82.0,29.3,61.5
175.0,30.6,131.25
298.0,31.7,223.5
255.0,31.9,191.25
222.0,32.0,166.5
366.0,28.1,274.5
232.0,28.8,174.0
392.0,30.2,294.0
260.0,30.9,195.0
306.0,31.8,229.5
289.0,32.2,216.75
156.0,32.2,117.0
30.0,30.9,22.5
0.0,29.8,0.0
0.0,29.5,0.0
0.0,29.4,0.0
0.0,29.0,0.0
0.0,29.0,0.0
0.0,28.8,0.0
0.0,28.6,0.0
0.0,28.1,0.0
0.0,27.6,0.0
0.0,27.6,0.0
2.0,26.8,1.5
49.0,27.1,36.75
138.0,28.4,103.5
340.0,29.3,255.0
433.0,30.5,324.75
501.0,31.0,375.75
296.0,30.9,222.0
291.0,31.3,218.25
319.0,31.6,239.25
485.0,32.3,363.75
461.0,32.4,345.75
316.0,32.7,237.0
89.0,29.5,66.75
26.0,29.1,19.5
0.0,29.0,0.0
0.0,28.5,0.0
0.0,28.1,0.0
0.0,27.9,0.0
0.0,27.7,0.0
0.0,27.4,0.0
0.0,27.1,0.0
0.0,27.0,0.0
0.0,26.8,0.0
0.0,26.5,0.0
8.0,27.0,6.0
94.0,27.8,70.5
217.0,28.9,162.75
338.0,30.1,253.5
453.0,30.7,339.75
549.0,31.5,411.75
518.0,32.4,388.5
654.0,33.2,490.5
664.0,31.5,498.0
580.0,30.9,435.0
433.0,31.8,324.75
310.0,32.2,232.5
121.0,32.8,90.75
23.0,31.6,17.25
0.0,30.8,0.0
0.0,30.0,0.0
0.0,29.6,0.0
0.0,29.2,0.0
0.0,29.0,0.0
0.0,28.7,0.0
0.0,28.4,0.0
0.0,28.2,0.0
0.0,28.0,0.0
0.0,27.9,0.0
9.0,28.0,6.75
111.0,29.1,83.25
294.0,30.6,220.5
480.0,31.8,360.0
646.0,33.1,484.5
797.0,34.5,597.75
850.0,35.6,637.5
798.0,35.8,598.5
547.0,33.7,410.25
489.0,33.5,366.75
529.0,34.0,396.75
295.0,32.1,221.25
165.0,33.2,123.75
29.0,31.9,21.75
0.0,31.2,0.0
0.0,30.5,0.0
0.0,30.0,0.0
0.0,29.2,0.0
0.0,28.8,0.0
0.0,28.4,0.0
0.0,28.4,0.0
0.0,28.5,0.0
0.0,28.4,0.0
0.0,28.2,0.0
5.0,28.2,3.75
48.0,28.3,36.0
253.0,29.9,189.75
467.0,31.2,350.25
240.0,31.0,180.0
408.0,32.3,306.0
452.0,31.1,339.0
461.0,30.9,345.75
611.0,32.4,458.25
472.0,32.2,354.0
353.0,31.5,264.75
146.0,30.7,109.5
129.0,30.6,96.75
17.0,29.7,12.75
0.0,28.9,0.0
0.0,28.3,0.0
0.0,28.1,0.0
0.0,27.9,0.0
0.0,27.4,0.0
0.0,27.2,0.0
0.0,26.9,0.0
0.0,26.8,0.0
0.0,26.9,0.0
0.0,26.8,0.0
6.0,27.1,4.5
79.0,28.0,59.25
147.0,28.9,110.25
291.0,29.9,218.25
253.0,29.4,189.75
276.0,29.5,207.0
533.0,30.7,399.75
645.0,28.6,483.75
202.0,28.4,151.5
272.0,28.8,204.0
169.0,28.0,126.75
217.0,28.6,162.75
97.0,27.8,72.75
12.0,26.9,9.0
0.0,26.8,0.0
0.0,26.6,0.0
0.0,26.8,0.0
0.0,26.5,0.0
0.0,26.2,0.0
0.0,26.2,0.0
0.0,25.9,0.0
0.0,26.0,0.0
0.0,25.9,0.0
0.0,25.9,0.0
3.0,26.0,2.25
52.0,26.6,39.0
106.0,27.3,79.5
156.0,27.5,117.0
128.0,27.9,96.0
169.0,28.1,126.75
288.0,28.2,216.0
402.0,29.5,301.5
546.0,30.7,409.5
532.0,30.9,399.0
255.0,30.0,191.25
93.0,29.2,69.75
72.0,28.0,54.0
9.0,27.4,6.75
0.0,27.4,0.0
0.0,27.2,0.0
0.0,27.0,0.0
0.0,26.8,0.0
0.0,26.7,0.0
0.0,26.5,0.0
0.0,26.3,0.0
0.0,26.1,0.0
0.0,26.2,0.0
0.0,26.1,0.0
2.0,25.9,1.5
33.0,26.1,24.75
72.0,26.7,54.0
117.0,26.5,87.75
225.0,27.3,168.75
153.0,28.2,114.75
321.0,29.1,240.75
307.0,28.5,230.25
468.0,29.5,351.0
591.0,30.7,443.25
413.0,30.6,309.75
122.0,29.0,91.5
84.0,26.4,63.0
10.0,26.4,7.5
0.0,26.0,0.0
0.0,25.8,0.0
0.0,25.9,0.0
0.0,25.8,0.0
0.0,25.8,0.0
0.0,26.0,0.0
0.0,26.2,0.0
0.0,26.1,0.0
0.0,26.2,0.0
0.0,26.3,0.0
3.0,26.4,2.25
27.0,26.5,20.25
51.0,26.6,38.25
99.0,26.9,74.25
143.0,27.0,107.25
165.0,28.3,123.75
348.0,27.8,261.0
284.0,28.3,213.0
304.0,28.5,228.0
133.0,28.0,99.75
116.0,28.1,87.0
117.0,28.5,87.75
28.0,26.9,21.0
9.0,27.0,6.75
0.0,27.0,0.0
0.0,26.5,0.0
0.0,26.1,0.0
0.0,26.1,0.0
0.0,26.2,0.0
0.0,26.5,0.0
0.0,26.0,0.0
0.0,26.0,0.0
0.0,26.2,0.0
0.0,25.9,0.0
1.0,26.2,0.75
19.0,26.2,14.25
87.0,27.1,65.25
240.0,28.8,180.0
346.0,28.2,259.5
198.0,27.7,148.5
319.0,29.5,239.25
373.0,30.5,279.75
553.0,31.2,414.75
537.0,31.0,402.75
454.0,31.1,340.5
318.0,30.5,238.5
75.0,29.5,56.25
18.0,29.0,13.5
0.0,29.0,0.0
0.0,28.9,0.0
0.0,28.2,0.0
0.0,27.8,0.0
0.0,28.0,0.0
0.0,27.3,0.0
0.0,27.2,0.0
0.0,27.5,0.0
0.0,27.5,0.0
0.0,27.4,0.0
7.0,27.4,5.25
108.0,28.5,81.0
200.0,29.5,150.0
202.0,28.2,151.5
269.0,29.3,201.75
353.0,29.6,264.75
466.0,29.5,349.5
461.0,29.9,345.75
432.0,29.6,324.0
427.0,31.0,320.25
342.0,30.8,256.5
307.0,30.9,230.25
165.0,29.9,123.75
25.0,29.1,18.75
0.0,28.4,0.0
0.0,28.0,0.0
0.0,27.6,0.0
0.0,27.5,0.0
0.0,26.4,0.0
0.0,26.1,0.0
0.0,25.9,0.0
0.0,26.2,0.0
0.0,26.2,0.0
0.0,26.2,0.0
5.0,26.8,3.75
68.0,27.3,51.0
182.0,28.2,136.5
288.0,28.0,216.0
428.0,29.4,321.0
641.0,30.8,480.75
494.0,31.5,370.5
470.0,30.4,352.5
452.0,30.1,339.0
361.0,30.8,270.75
324.0,30.0,243.0
233.0,28.9,174.75
125.0,29.2,93.75
21.0,28.6,15.75
0.0,28.4,0.0
0.0,28.2,0.0
0.0,28.1,0.0
0.0,27.9,0.0
0.0,27.2,0.0
0.0,26.9,0.0
0.0,26.7,0.0
0.0,27.0,0.0
0.0,26.2,0.0
0.0,26.3,0.0
5.0,26.7,3.75
74.0,27.4,55.5
179.0,28.3,134.25
280.0,28.9,210.0
431.0,28.7,323.25
248.0,28.8,186.0
545.0,29.8,408.75
462.0,30.2,346.5
190.0,28.6,142.5
192.0,28.6,144.0
231.0,28.8,173.25
168.0,28.6,126.0
81.0,27.2,60.75
23.0,27.0,17.25
0.0,26.9,0.0
0.0,26.7,0.0
0.0,26.5,0.0
0.0,26.6,0.0
0.0,26.3,0.0
0.0,26.1,0.0
0.0,25.9,0.0
0.0,26.0,0.0
0.0,25.8,0.0
0.0,25.6,0.0
6.0,26.4,4.5
57.0,27.1,42.75
193.0,28.4,144.75
383.0,29.7,287.25
586.0,30.4,439.5
436.0,30.7,327.0
772.0,31.9,579.0
726.0,32.2,544.5
485.0,31.0,363.75
421.0,30.5,315.75
384.0,30.6,288.0
222.0,29.8,166.5
133.0,29.4,99.75
18.0,28.9,13.5
0.0,28.6,0.0
0.0,28.5,0.0
0.0,28.5,0.0
0.0,28.1,0.0
0.0,27.9,0.0
0.0,27.8,0.0
0.0,27.5,0.0
0.0,27.4,0.0
0.0,27.1,0.0
0.0,27.0,0.0
6.0,27.7,4.5
88.0,28.7,66.0
257.0,29.5,192.75
450.0,30.5,337.5
596.0,31.5,447.0
693.0,31.8,519.75
698.0,31.8,523.5
755.0,31.9,566.25
639.0,31.7,479.25
498.0,31.2,373.5
300.0,30.8,225.0
231.0,30.5,173.25
135.0,30.3,101.25
30.0,29.4,22.5
0.0,28.9,0.0
0.0,28.8,0.0
0.0,28.6,0.0
0.0,28.4,0.0
0.0,27.6,0.0
0.0,27.2,0.0
0.0,26.9,0.0
0.0,26.8,0.0
0.0,26.6,0.0
0.0,26.5,0.0
4.0,26.9,3.0
59.0,27.3,44.25
177.0,28.2,132.75
355.0,29.2,266.25
417.0,30.0,312.75
552.0,30.8,414.0
573.0,31.4,429.75
604.0,31.7,453.0
583.0,32.1,437.25
360.0,32.0,270.0
298.0,31.9,223.5
200.0,31.1,150.0
106.0,29.9,79.5
16.0,29.0,12.0
0.0,28.5,0.0
0.0,28.0,0.0
0.0,27.7,0.0
0.0,27.5,0.0
0.0,27.5,0.0
0.0,27.4,0.0
0.0,27.1,0.0
0.0,26.9,0.0
0.0,26.9,0.0
0.0,26.6,0.0
4.0,27.2,3.0
66.0,27.6,49.5
203.0,28.5,152.25
338.0,29.4,253.5
436.0,30.0,327.0
610.0,31.0,457.5
689.0,31.8,516.75
406.0,30.5,304.5
416.0,29.0,312.0
440.0,30.4,330.0
319.0,28.4,239.25
202.0,28.6,151.5
77.0,27.9,57.75
17.0,27.5,12.75
0.0,27.1,0.0
0.0,26.7,0.0
0.0,26.5,0.0
0.0,26.4,0.0
0.0,26.3,0.0
0.0,26.0,0.0
0.0,26.1,0.0
0.0,26.4,0.0
0.0,26.5,0.0
0.0,26.4,0.0
5.0,27.1,3.75
76.0,27.5,57.0
214.0,28.3,160.5
382.0,29.0,286.5
414.0,29.5,310.5
438.0,29.0,328.5
582.0,30.5,436.5
664.0,31.2,498.0
662.0,31.6,496.5
584.0,30.9,438.0
300.0,30.2,225.0
192.0,29.8,144.0
133.0,29.2,99.75
28.0,28.5,21.0
0.0,28.0,0.0
0.0,27.6,0.0
0.0,27.5,0.0
0.0,27.5,0.0
0.0,27.4,0.0
0.0,27.2,0.0
0.0,27.2,0.0
0.0,26.9,0.0
0.0,27.0,0.0
0.0,26.8,0.0
5.0,26.9,3.75
82.0,27.6,61.5
234.0,28.3,175.5
398.0,29.9,298.5
371.0,29.8,278.25
562.0,29.2,421.5
443.0,29.0,332.25
657.0,28.8,492.75
533.0,29.5,399.75
590.0,30.8,442.5
335.0,28.9,251.25
285.0,28.5,213.75
134.0,27.7,100.5
24.0,27.2,18.0
0.0,27.0,0.0
0.0,26.9,0.0
0.0,27.2,0.0
0.0,27.2,0.0
0.0,27.4,0.0
0.0,27.5,0.0
0.0,27.4,0.0
0.0,27.2,0.0
0.0,27.0,0.0
0.0,27.4,0.0
2.0,27.4,1.5
55.0,27.8,41.25
150.0,27.1,112.5
